STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,GEO_ID,TL_GEO_ID,NAME_E,Total,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone, Two or More Races,Hispanic or Latino,Hispanic or Latino: White alone,   Hispanic or Latino: Black or African American alone,Hispanic or Latino: American Indian and Alaska Native alone,Hispanic or Latino: Asian alone,Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: Some other race alone,Hispanic or Latino: Two or more races,,Total: Worked in county of residence ,Worked outside county of residence,Worked outside state of residence,All Commuters," Car, truck, or van","Car, truck, or van: Drove alone","Car, truck, or van: Carpooled",Public Transportation,Bus,Subway or elevated rail,Long-distance train or commuter rail,"Light rail, streetcar or trolley ",Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked from home,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Total Educational Attainment Population,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Median earnings in the past 12 months (Total),Median earnings in the past 12 months (Male),Median earnings in the past 12 months (Female)
California,6,Marin County,41,San Rafael CCD,92880,0600000US0604192880,604192880,"San Rafael CCD, Marin County, California",72437,43878,1575,742,4416,173,13887,7766,22671,3258,3,665,142,0,13516,5087,35751,28270,7424,57,35751,22581,18336,4245,2290,1845,31,18,0,396,4,38,334,1482,491,8531,894,2417,4228,5065,2875,1186,3076,799,1140,2247,2600,693,52562,2369,0,0,136,68,480,82,186,1060,161,348,659,302,351,968,5707,1234,2037,6443,2909,15635,7216,2874,1337,51977,59298,46981
California,6,Marin County,41,Southeast Marin CCD,93140,0600000US0604193140,604193140,"Southeast Marin CCD, Marin County, California",56355,44719,1210,87,4381,66,1249,4643,4322,1484,72,55,27,0,842,1842,26450,18619,7602,229,26450,14083,12437,1646,1185,603,0,0,0,582,0,84,169,884,369,9676,619,1623,2050,2457,1867,1122,1757,563,903,1711,1644,458,41624,593,22,0,0,0,105,0,0,42,0,38,34,26,106,125,2449,289,1211,3674,1786,15024,9505,4932,1663,93943,119608,75216
California,6,Mariposa County,43,Coulterville CCD,90600,0600000US0604390600,604390600,"Coulterville CCD, Mariposa County, California",2945,2243,0,41,13,7,345,296,658,158,0,0,6,0,329,165,1259,503,756,0,1259,1127,1010,117,0,0,0,0,0,0,0,0,0,7,0,125,7,71,27,142,96,0,150,25,91,153,128,244,2330,19,0,0,0,0,0,0,0,10,0,43,44,9,22,117,397,226,268,568,153,306,80,14,54,33953,47996,24179
California,6,Mariposa County,43,Mariposa CCD,91880,0600000US0604391880,604391880,"Mariposa CCD, Mariposa County, California",11581,9690,99,228,168,0,369,1027,986,277,0,25,0,0,227,457,4079,3388,691,0,4079,3199,2631,568,54,48,0,6,0,0,0,9,26,74,69,648,226,337,470,528,305,220,334,49,73,305,395,189,9025,65,0,0,0,0,11,24,0,29,0,44,153,106,161,164,1629,268,1008,1528,981,1731,834,136,153,50562,53881,42413
California,6,Mariposa County,43,Yosemite Valley CCD,93804,0600000US0604393804,604393804,"Yosemite Valley CCD, Mariposa County, California",2534,1661,125,36,96,0,226,390,697,129,8,7,0,0,226,327,1931,1794,125,12,1931,1054,700,354,98,98,0,0,0,0,0,0,111,412,0,256,157,488,272,247,64,57,134,5,17,102,0,132,2037,4,0,0,0,4,20,0,20,82,0,0,27,14,84,0,307,12,57,385,196,545,236,18,26,35282,34079,36792
California,6,Mendocino County,45,Covelo CCD,90610,0600000US0604590610,604590610,"Covelo CCD, Mendocino County, California",2679,1284,6,767,7,0,264,351,797,364,0,0,0,0,255,178,759,752,7,0,759,587,541,46,0,0,0,0,0,0,0,0,0,56,0,116,76,253,160,46,13,0,0,19,0,0,44,32,1841,60,0,0,13,0,1,0,0,95,0,2,6,52,46,53,652,90,130,286,125,173,28,21,8,24836,36042,12500
California,6,Mendocino County,45,Fort Bragg CCD,91030,0600000US0604591030,604591030,"Fort Bragg CCD, Mendocino County, California",11889,8705,50,350,204,0,637,1943,3070,892,15,264,0,0,573,1326,4517,4339,141,37,4517,3843,3307,536,9,0,0,0,9,0,0,0,32,272,36,325,503,1047,978,582,339,100,173,0,0,238,217,15,8876,364,0,0,0,61,0,4,40,219,0,131,62,99,256,166,1689,321,952,1558,597,1579,522,152,104,36153,38986,33210
California,6,Mendocino County,45,Hopland CCD,91330,0600000US0604591330,604591330,"Hopland CCD, Mendocino County, California",2282,1319,0,93,5,23,386,456,914,169,0,14,0,0,386,345,1016,613,403,0,1016,862,755,107,0,0,0,0,0,0,0,12,0,67,5,70,32,126,51,55,143,89,146,11,6,109,147,31,1682,98,0,0,16,0,2,0,15,159,0,55,37,45,74,10,373,84,143,170,92,204,61,38,6,41106,47555,33729
California,6,Mendocino County,45,Laytonville-Leggett CCD,91580,0600000US0604591580,604591580,"Laytonville-Leggett CCD, Mendocino County, California",3057,2140,54,157,65,12,230,399,302,19,0,11,0,0,46,226,962,897,65,0,962,661,618,43,0,0,0,0,0,0,0,0,0,26,0,275,30,146,89,18,25,0,155,18,27,99,23,57,2361,37,0,0,0,0,0,0,0,0,0,8,2,213,64,42,622,51,339,507,180,166,110,10,10,24935,24375,25329
California,6,Mendocino County,45,Mendocino CCD,91938,0600000US0604591938,604591938,"Mendocino CCD, Mendocino County, California",10514,8532,201,134,356,0,38,1253,1529,551,38,134,0,0,38,768,3940,3706,141,93,3940,2865,2492,373,1,1,0,0,0,0,0,0,19,252,4,799,152,549,781,476,201,171,256,72,99,78,178,128,8484,47,0,0,0,26,0,0,0,124,0,22,20,144,54,158,1703,235,530,1404,571,1937,936,464,109,31523,42857,21154
California,6,Mendocino County,45,Point Arena CCD,92510,0600000US0604592510,604592510,"Point Arena CCD, Mendocino County, California",4966,2971,5,245,29,0,402,1314,1570,165,0,10,29,0,245,1121,2105,1874,231,0,2105,1512,1335,177,0,0,0,0,0,0,0,0,0,283,9,301,108,490,243,536,160,32,45,71,0,71,36,12,3623,67,0,0,0,0,21,0,22,17,5,23,66,15,120,12,637,85,247,603,424,716,354,123,66,44394,43981,45938
California,6,Mendocino County,45,Redwood Valley-Potter Valley CCD,92592,0600000US0604592592,604592592,"Redwood Valley-Potter Valley CCD, Mendocino County, California",12808,8587,67,291,46,0,1507,2310,4112,809,0,39,0,0,1441,1823,5047,4164,883,0,5047,4228,3894,334,0,0,0,0,0,0,0,0,0,235,0,584,255,644,912,601,536,78,365,25,78,142,233,594,9021,413,0,0,0,0,30,0,0,151,53,167,150,112,171,171,2169,231,591,1904,1012,1140,403,123,30,39773,42042,33962
California,6,Mendocino County,45,Ukiah CCD,93490,0600000US0604593490,604593490,"Ukiah CCD, Mendocino County, California",28041,17992,374,644,1067,46,3331,4587,8833,2024,0,210,0,0,3210,3389,11701,10867,762,72,11701,9371,8178,1193,105,105,0,0,0,0,0,0,47,838,114,1226,503,2924,2558,1665,454,53,866,198,82,187,475,510,18984,372,0,0,0,144,213,180,26,531,0,212,173,373,439,232,4425,610,1265,3369,2127,2434,1209,496,154,37326,44293,33727
California,6,Mendocino County,45,Willits CCD,93740,0600000US0604593740,604593740,"Willits CCD, Mendocino County, California",14473,10432,101,514,235,0,585,2606,3313,619,56,48,0,0,536,2054,6349,6113,236,0,6349,5412,4915,497,23,23,0,0,0,0,0,0,0,322,40,552,424,825,1095,931,238,45,1270,224,159,404,58,124,10319,141,0,0,0,0,0,0,69,59,1,71,36,287,256,218,2752,304,1240,1637,886,1522,725,80,35,44642,45481,41750
California,6,Merced County,47,Atwater CCD,90150,0600000US0604790150,604790150,"Atwater CCD, Merced County, California",54200,20914,1973,717,2701,206,22009,5680,32381,5238,76,604,106,2,21851,4504,21083,15425,5658,0,21083,18715,16292,2423,56,26,30,0,0,0,0,27,26,260,912,1087,522,2231,3453,2698,3020,1116,2732,348,604,1051,940,1281,33563,1869,12,75,154,251,266,175,341,1811,175,779,790,921,635,1267,8405,1097,2506,5032,2322,3250,1077,285,68,38491,45210,30305
California,6,Merced County,47,Dos Palos CCD,90720,0600000US0604790720,604790720,"Dos Palos CCD, Merced County, California",9867,3702,246,125,253,0,3844,1697,7150,2031,0,123,0,0,3844,1152,3110,2270,840,0,3110,2620,2200,420,14,14,0,0,0,0,0,0,0,172,17,287,208,569,163,333,524,19,407,0,58,184,88,270,6247,286,0,0,0,37,152,116,80,370,0,127,288,114,195,134,2004,206,301,750,417,544,76,50,0,33646,44067,23512
California,6,Merced County,47,Gustine CCD,91210,0600000US0604791210,604791210,"Gustine CCD, Merced County, California",8031,4078,23,227,171,0,2811,721,4895,1188,0,227,64,0,2811,605,2415,1331,1084,0,2415,2222,1920,302,0,0,0,0,0,0,0,0,0,141,0,52,164,840,188,120,43,32,114,32,0,71,425,334,5252,199,0,0,0,0,0,46,71,208,79,272,61,225,0,277,1334,219,352,1019,353,427,110,0,0,36613,50561,19740
California,6,Merced County,47,Hilmar-Irwin CCD,91290,0600000US0604791290,604791290,"Hilmar-Irwin CCD, Merced County, California",10699,7372,0,6,30,11,2272,1008,3865,812,0,6,0,0,2272,775,3967,1736,2231,0,3967,3387,3127,260,0,0,0,0,0,0,0,28,0,92,40,420,142,585,302,513,550,114,718,106,132,244,70,71,6772,449,0,0,0,0,6,94,32,321,6,141,183,92,145,153,2093,148,485,1137,571,518,135,63,0,52441,57100,44559
California,6,Merced County,47,Livingston-Delhi CCD,91670,0600000US0604791670,604791670,"Livingston-Delhi CCD, Merced County, California",32622,8843,42,434,3778,129,16016,3380,23180,3751,8,387,97,29,15889,3019,13593,7731,5852,10,13593,12054,11016,1038,23,23,0,0,0,0,0,6,71,390,433,616,418,1858,1738,1928,1786,625,2015,392,298,910,511,498,19616,2006,0,4,170,157,324,109,201,1422,189,710,734,506,314,859,4421,818,1033,1916,1257,1920,451,92,3,34871,42007,26513
California,6,Merced County,47,Los Banos CCD,91760,0600000US0604791760,604791760,"Los Banos CCD, Merced County, California",50654,19574,872,1762,1229,8,20932,6277,36849,9418,73,1615,6,0,20800,4937,18084,9452,8467,165,18084,16497,13601,2896,79,57,22,0,0,0,0,0,26,358,0,1124,837,2469,1940,1034,859,150,333,214,289,1316,2705,4814,29795,1607,19,29,34,153,430,193,329,1413,246,801,676,823,630,1232,8754,1262,1791,4077,1435,2745,838,214,64,38158,47477,29021
California,6,Merced County,47,Merced CCD,91960,0600000US0604791960,604791960,"Merced CCD, Merced County, California",110995,35806,5057,779,12033,533,42018,14769,63505,9659,320,430,142,152,41467,11335,42003,33307,8609,87,42003,34950,31917,3033,281,281,0,0,0,0,0,31,203,1010,2327,3201,1667,5853,8831,6100,3516,1610,3504,405,812,2064,2128,2312,64994,2570,5,14,189,368,556,355,312,2946,136,742,2068,1056,1335,2460,15316,2063,4984,9484,6127,7987,2560,690,671,35623,40224,28104
California,6,Merced County,47,Planada-Le Grand CCD,92500,0600000US0604792500,604792500,"Planada-Le Grand CCD, Merced County, California",7618,2138,37,68,193,0,3694,1488,6625,1409,0,68,0,0,3674,1474,2707,1999,708,0,2707,2491,2108,383,17,17,0,0,0,0,0,3,2,99,65,30,90,359,364,488,305,119,300,35,34,110,157,316,4682,559,0,19,0,47,200,88,112,392,69,150,161,13,125,137,812,89,474,450,326,338,116,0,5,34675,39054,26853
California,6,Merced County,47,Snelling CCD,93050,0600000US0604793050,604793050,"Snelling CCD, Merced County, California",911,425,0,2,3,0,434,47,511,52,0,0,0,0,434,25,348,279,69,0,348,237,206,31,0,0,0,0,0,0,0,5,0,104,0,2,51,60,36,10,67,37,43,0,0,2,36,4,565,36,0,0,0,4,0,0,10,64,2,0,42,27,14,23,139,7,38,77,33,31,15,3,0,39836,42315,33603
California,6,Modoc County,49,Adin-Lookout CCD,90010,0600000US0604990010,604990010,"Adin-Lookout CCD, Modoc County, California",517,457,0,1,3,0,6,50,22,16,0,0,0,0,6,0,234,96,138,0,234,194,167,27,0,0,0,0,0,0,0,0,0,9,0,31,14,20,32,10,0,3,56,11,0,25,15,17,442,0,0,0,0,0,0,0,0,0,0,7,0,39,10,0,80,30,55,61,75,52,33,0,0,30833,62353,-666666666
California,6,Modoc County,49,Alturas CCD,90040,0600000US0604990040,604990040,"Alturas CCD, Modoc County, California",5637,4573,61,93,91,0,398,421,685,189,0,15,0,0,329,152,1834,1625,107,102,1834,1544,1396,148,0,0,0,0,0,0,0,0,0,132,22,136,439,456,223,158,92,35,119,18,15,81,39,23,4128,122,0,0,0,28,0,14,0,55,6,60,88,35,122,62,1117,96,366,615,395,628,237,48,34,35234,41667,28402
California,6,Modoc County,49,Newell CCD,92105,0600000US0604992105,604992105,"Newell CCD, Modoc County, California",1246,892,0,41,0,0,27,286,520,248,0,0,0,0,27,245,498,146,153,199,498,446,413,33,0,0,0,0,0,0,0,0,0,42,0,10,50,105,39,51,0,0,38,3,25,143,0,34,815,0,0,0,0,0,17,0,0,0,0,0,0,34,0,44,188,12,106,165,45,181,23,0,0,40952,43274,-666666666
California,6,Modoc County,49,Surprise Valley CCD,93270,0600000US0604993270,604993270,"Surprise Valley CCD, Modoc County, California",1246,1052,11,77,9,0,58,39,94,19,0,0,0,0,58,17,526,480,36,10,526,318,279,39,0,0,0,0,0,0,0,0,0,25,0,183,46,82,44,0,43,18,53,0,4,13,4,36,1053,0,0,0,0,0,5,0,0,0,0,0,6,4,17,1,244,5,260,157,109,170,65,10,0,30888,-666666666,35288
California,6,Mono County,51,Mammoth Lakes CCD,91865,0600000US0605191865,605191865,"Mammoth Lakes CCD, Mono County, California",11746,8978,0,177,243,0,695,1653,2980,1094,0,0,5,0,654,1227,6912,6231,681,0,6912,5066,4672,394,67,20,47,0,0,0,0,28,67,384,145,1155,813,1813,707,757,569,103,452,226,4,107,0,206,8760,10,0,0,0,0,0,2,49,151,0,30,85,4,102,367,1256,159,908,1747,796,1665,644,565,220,48650,49330,48155
California,6,Mono County,51,North Mono CCD,92195,0600000US0605192195,605192195,"North Mono CCD, Mono County, California",1423,777,12,34,53,0,93,454,533,30,0,1,0,0,93,409,613,541,44,28,613,345,323,22,50,50,0,0,0,0,0,11,0,142,0,65,37,98,110,89,2,50,69,16,0,6,57,14,890,14,0,0,0,35,0,0,0,134,0,8,6,0,11,0,253,31,80,87,13,149,63,0,6,30857,32232,-666666666
California,6,Monterey County,53,Big Sur CCD,90235,0600000US0605390235,605390235,"Big Sur CCD, Monterey County, California",1840,985,36,32,0,0,441,346,711,33,0,9,0,0,441,228,965,920,25,20,965,553,466,87,30,30,0,0,0,0,0,12,19,175,11,165,57,125,160,84,75,12,104,93,0,46,13,31,1308,0,0,0,0,0,63,0,0,0,0,0,0,33,44,15,135,19,75,191,104,482,63,35,49,37601,38962,29286
California,6,Monterey County,53,Carmel-by-the-Sea CCD,90362,0600000US0605390362,605390362,"Carmel-by-the-Sea CCD, Monterey County, California",14239,11553,179,9,949,63,234,1252,1497,543,15,0,0,0,177,762,5799,5586,186,27,5799,4079,3409,670,3,3,0,0,0,0,0,0,0,388,68,1261,766,592,809,625,491,173,415,168,205,67,100,127,12017,33,0,0,0,0,12,0,114,27,0,26,0,49,9,237,789,129,414,1208,971,4159,2322,996,522,71581,101875,52601
California,6,Monterey County,53,Carmel Valley CCD,90370,0600000US0605390370,605390370,"Carmel Valley CCD, Monterey County, California",5781,5196,37,12,13,0,138,385,326,24,0,12,0,0,104,186,2431,2355,76,0,2431,1678,1539,139,0,0,0,0,0,0,0,0,0,21,39,693,73,178,138,129,298,184,426,32,45,45,168,22,4600,68,0,0,0,0,33,0,0,0,0,0,1,17,0,27,429,74,211,635,488,1543,545,240,289,77396,120212,39708
California,6,Monterey County,53,Castroville CCD,90400,0600000US0605390400,605390400,"Castroville CCD, Monterey County, California",20734,6970,193,0,1048,234,9194,3095,13609,2177,0,0,35,215,9158,2024,8063,5024,3039,0,8063,6996,6447,549,8,8,0,0,0,0,0,61,6,10,478,504,63,164,235,837,2426,771,1057,237,630,395,459,285,12311,667,18,5,0,195,126,76,178,1292,216,187,412,171,238,356,2519,483,832,1263,899,1566,508,59,45,37383,46054,29573
California,6,Monterey County,53,Gonzales CCD,91130,0600000US0605391130,605391130,"Gonzales CCD, Monterey County, California",17938,3098,1822,194,272,84,9797,2671,13422,1113,1,94,0,0,9740,2474,4598,4250,348,0,4598,4206,3733,473,0,0,0,0,0,0,0,0,0,89,182,121,3,70,383,664,1297,728,519,212,240,134,123,104,12528,450,0,0,0,115,163,125,94,868,135,283,875,501,791,478,2345,1422,806,1832,535,408,266,15,21,34148,32750,36128
California,6,Monterey County,53,Greenfield CCD,91150,0600000US0605391150,605391150,"Greenfield CCD, Monterey County, California",20991,3045,210,136,217,0,14779,2604,19813,2527,55,136,0,0,14765,2330,7956,7560,396,0,7956,6450,5677,773,26,26,0,0,0,0,0,0,0,133,1167,180,74,698,1198,1296,1783,293,787,191,477,464,411,104,11217,991,22,37,37,89,590,105,89,1875,125,341,618,122,238,265,2596,362,288,970,467,854,96,35,5,34337,38963,28874
California,6,Monterey County,53,King City CCD,91470,0600000US0605391470,605391470,"King City CCD, Monterey County, California",17086,3857,19,406,172,0,10416,2216,14571,1672,0,367,0,0,10379,2153,6200,5804,396,0,6200,4834,3965,869,194,194,0,0,0,0,0,0,39,86,680,367,134,547,518,686,1516,351,601,122,205,683,316,154,9661,702,0,0,39,49,208,87,252,1372,103,85,859,54,102,235,2042,285,343,628,708,1049,276,131,52,32233,39667,27328
California,6,Monterey County,53,Pajaro CCD,92320,0600000US0605392320,605392320,"Pajaro CCD, Monterey County, California",15197,6807,132,62,296,0,4593,3307,10197,2796,0,45,0,0,4381,2975,6032,2402,3630,0,6032,5197,4434,763,10,10,0,0,0,0,0,12,0,88,191,534,42,243,410,966,920,498,834,130,171,479,482,323,10558,359,0,0,28,0,275,95,139,1007,0,143,532,188,115,256,2061,380,604,1185,1205,1159,519,215,93,39068,48199,35192
California,6,Monterey County,53,Salinas CCD,92730,0600000US0605392730,605392730,"Salinas CCD, Monterey County, California",175750,40764,2419,1902,9695,329,98709,21932,139420,18497,536,1761,634,131,98355,19506,74077,63825,10004,248,74077,62317,54069,8248,608,521,0,0,11,76,55,48,68,849,6789,3343,911,4497,6763,10532,20686,3539,6943,2085,4709,4416,2995,2658,105883,6405,25,34,397,1175,1408,1428,936,11043,959,2197,5857,1554,2128,3577,20793,4239,4892,12304,7739,12233,3199,843,518,36529,40506,32638
California,6,Monterey County,53,San Ardo CCD,92750,0600000US0605392750,605392750,"San Ardo CCD, Monterey County, California",4948,3742,19,78,168,0,634,307,1393,648,0,28,0,0,574,143,2874,2166,679,29,2874,1344,1238,106,269,269,0,0,0,0,13,0,0,594,60,594,186,291,294,419,238,119,156,94,136,180,136,31,3097,16,0,0,7,12,0,25,22,112,0,37,56,20,0,64,868,84,157,535,306,597,104,44,31,27917,27571,28490
California,6,Monterey County,53,Seaside-Monterey CCD,92970,0600000US0605392970,605392970,"Seaside-Monterey CCD, Monterey County, California",114580,63341,4448,480,11042,1516,15759,17994,32814,6016,141,278,385,32,14978,10984,57647,53879,3625,143,57647,42917,37863,5054,1257,1224,5,22,6,0,78,173,862,2936,882,8542,1425,5838,8961,9874,8549,3061,4780,961,1238,1909,1585,924,79981,1538,15,15,68,154,258,66,155,1229,150,399,1031,555,408,1553,10980,1710,4235,10987,7569,19405,11600,3105,2796,46039,52439,40003
California,6,Monterey County,53,Soledad CCD,93060,0600000US0605393060,605393060,"Soledad CCD, Monterey County, California",18536,3373,6,199,595,0,12458,1905,16856,2296,0,199,110,0,12455,1796,7626,7098,528,0,7626,6964,6008,956,33,33,0,0,0,0,0,21,0,32,409,167,69,380,839,1087,1460,310,1301,332,503,469,442,267,10333,537,0,0,68,335,201,53,161,1704,129,254,619,168,202,112,1816,439,605,883,1006,647,326,34,34,37160,47957,28422
California,6,Monterey County,53,Toro Park CCD,93372,0600000US0605393372,605393372,"Toro Park CCD, Monterey County, California",8214,6366,13,0,735,0,359,741,1119,445,0,0,0,0,314,360,3707,3471,212,24,3707,2930,2723,207,5,5,0,0,0,0,0,0,0,49,11,712,1,97,372,555,537,174,475,159,113,252,69,191,5780,0,0,0,0,0,48,0,0,41,1,0,21,31,29,16,527,104,188,552,483,2065,945,538,191,93093,127724,61905
California,6,Napa County,55,Angwin CCD,90070,0600000US0605590070,605590070,"Angwin CCD, Napa County, California",4305,2868,160,60,437,0,252,528,812,304,44,60,17,0,240,147,2364,2068,282,14,2364,1681,1530,151,13,7,0,0,6,0,0,0,49,256,18,347,229,391,342,314,184,21,172,35,57,132,86,54,2689,34,0,0,0,0,0,0,0,0,0,31,0,0,29,75,249,16,104,409,323,759,369,187,104,39020,39514,38553
California,6,Napa County,55,Calistoga CCD,90340,0600000US0605590340,605590340,"Calistoga CCD, Napa County, California",6665,4274,73,15,124,0,928,1251,2829,735,0,15,0,0,928,1151,3285,2481,739,65,3285,2507,2326,181,66,38,0,10,0,18,27,0,85,224,5,371,218,527,374,240,161,246,668,21,92,93,196,78,5181,230,0,0,0,0,51,0,72,226,0,0,131,0,50,389,634,151,316,753,420,1071,391,209,87,48694,53109,45044
California,6,Napa County,55,Lake Berryessa CCD,91515,0600000US0605591515,605591515,"Lake Berryessa CCD, Napa County, California",1356,989,1,27,20,0,207,112,457,151,0,14,0,0,207,85,604,525,72,7,604,537,490,47,0,0,0,0,0,0,0,2,10,7,20,28,50,5,48,33,2,19,90,36,57,64,102,70,1055,99,0,0,2,3,0,3,0,0,0,5,6,6,9,57,195,46,103,122,72,232,29,54,12,43702,-666666666,44760
California,6,Napa County,55,Napa CCD,92070,0600000US0605592070,605592070,"Napa CCD, Napa County, California",116778,68667,2355,1118,10233,387,17572,16446,42829,13103,141,929,313,8,17001,11334,56722,45436,11213,73,56722,46726,40937,5789,579,333,14,0,0,232,88,235,375,1413,391,6915,1472,6383,8275,7496,5738,2479,6611,1579,1798,3435,3147,1394,83585,3260,33,65,142,158,607,105,186,2376,296,841,907,550,802,2584,12981,2230,6172,11105,7082,19967,7375,2679,1082,51678,54249,47686
California,6,Napa County,55,St. Helena CCD,92710,0600000US0605592710,605592710,"St. Helena CCD, Napa County, California",6966,4913,36,52,86,9,1182,688,1874,186,0,0,0,0,1162,526,3516,3243,227,46,3516,2278,2104,174,123,123,0,0,0,0,0,7,31,382,13,682,174,834,414,576,197,176,94,35,76,112,73,73,5327,209,0,0,0,0,62,8,0,74,0,30,14,0,9,136,532,39,180,582,375,1856,842,270,109,64688,95598,47653
California,6,Nevada County,57,Donner CCD,90710,0600000US0605790710,605790710,"Donner CCD, Nevada County, California",17441,14673,52,0,450,38,384,1844,2233,664,0,0,11,0,343,1215,8811,6517,1680,614,8811,5631,5239,392,35,35,0,0,0,0,0,0,258,234,157,2496,184,1387,1123,878,894,64,811,123,181,258,235,177,12755,37,0,0,0,0,15,0,0,89,0,18,169,152,29,177,1155,93,869,1267,1142,4850,1634,685,374,69993,78203,60429
California,6,Nevada County,57,Grass Valley CCD,91140,0600000US0605791140,605791140,"Grass Valley CCD, Nevada County, California",69581,59543,146,488,1007,26,1888,6483,7438,2798,5,120,252,0,1432,2831,27708,20921,6722,65,27708,21789,19676,2113,3,3,0,0,0,0,20,108,51,370,246,5121,1160,3303,3356,3823,2529,1166,2412,364,773,1486,1307,908,54038,281,0,0,72,0,47,16,0,191,9,58,173,283,352,1256,10851,1853,4304,10243,6065,11352,4805,1209,618,42017,49402,37210
California,6,Nevada County,57,Nevada City CCD,92090,0600000US0605792090,605792090,"Nevada City CCD, Nevada County, California",15430,13613,116,17,364,0,113,1207,1052,671,0,7,13,0,16,345,6728,6019,691,18,6728,4465,4158,307,0,0,0,0,0,0,0,0,37,187,108,1931,235,955,1356,674,343,94,202,153,128,319,106,232,12434,171,0,0,0,0,0,0,28,0,8,0,25,65,76,110,2019,246,933,1985,1032,3566,1487,505,178,36187,42359,31150
California,6,Orange County,59,Anaheim-Santa Ana-Garden Grove CCD,90050,0600000US0605990050,605990050,"Anaheim-Santa Ana-Garden Grove CCD, Orange County, California",1683163,634640,31248,16836,367799,4971,343868,283801,803472,210847,2756,15052,3616,503,337902,232796,822525,686909,133056,2560,822525,681485,593404,88081,14265,11491,491,2015,167,101,910,1554,3508,13114,10242,97447,11219,42751,83861,114508,116055,49255,127089,21626,33396,61364,45792,18162,1145942,53069,702,1146,916,2847,5979,4206,5637,31019,5372,12509,21014,14719,15574,43740,213085,23876,70108,151983,85141,252215,92050,25301,13734,43992,49396,37937
California,6,Orange County,59,Central Coast CCD,90420,0600000US0605990420,605990420,"Central Coast CCD, Orange County, California",259182,154433,4503,1778,39429,1128,24294,33617,57034,11525,279,1557,403,42,22662,20566,136089,125106,10209,774,136089,92497,83592,8905,1641,1524,55,55,0,7,128,450,2344,5863,1778,31388,1991,9190,20284,21904,18415,6399,12114,1844,1842,5054,3482,2182,179033,2642,37,26,20,143,218,111,517,1468,252,582,1855,800,1154,2250,18020,2549,6919,23313,11590,64467,24889,10114,5097,59914,74721,46739
California,6,Orange County,59,Irvine-Lake Forest CCD,91413,0600000US0605991413,605991413,"Irvine-Lake Forest CCD, Orange County, California",296365,118218,4893,1125,122611,1209,13260,35049,42021,10415,155,694,628,67,11356,18706,147769,134776,12305,688,147769,105241,95435,9806,926,438,141,292,55,0,235,224,770,1818,1364,37191,1730,7311,12839,21770,21638,8137,17353,2967,3824,6355,4437,2217,202678,2346,14,93,0,31,68,59,89,789,81,447,199,457,771,1906,15702,2600,8444,20683,14618,76926,40177,9354,6824,73659,90841,59798
California,6,Orange County,59,Mission Viejo CCD,91977,0600000US0605991977,605991977,"Mission Viejo CCD, Orange County, California",231668,152813,2939,1206,28684,390,12449,33187,44906,11683,89,1013,629,221,11611,19660,115918,106090,9248,580,115918,86165,78793,7372,538,315,0,188,0,35,16,293,281,1468,1186,25971,1924,6606,10614,13317,13166,7973,14390,3420,3509,7418,5085,2525,161136,2610,13,0,72,40,193,29,147,754,83,536,581,716,610,2046,19921,2519,9770,21747,13442,53453,22168,6329,3357,71734,90052,55416
California,6,Orange County,59,North Coast CCD,92150,0600000US0605992150,605992150,"North Coast CCD, Orange County, California",372786,190563,4248,2102,97474,1836,31206,45357,75503,17581,330,1260,563,242,29186,26341,179137,149759,28710,668,179137,143011,127069,15942,1119,1018,33,48,20,0,82,262,1061,2342,1756,29504,2651,9797,15771,22387,20620,11505,28089,4923,7515,13316,9631,3428,274482,8556,15,178,138,554,618,430,795,1943,533,1886,2881,2118,2176,6668,45113,5954,15866,38916,24491,73496,27610,8820,4727,52021,59529,44640
California,6,Orange County,59,Silverado CCD,93015,0600000US0605993015,605993015,"Silverado CCD, Orange County, California",2650,2211,14,28,119,2,107,169,265,61,0,3,0,0,107,94,1318,1252,54,12,1318,912,866,46,28,26,2,0,0,0,0,13,9,6,35,315,16,12,36,72,92,112,210,74,75,201,58,45,1962,32,0,0,0,0,0,0,0,0,0,0,16,4,11,54,281,33,76,282,196,658,172,111,36,58382,74145,49743
